epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,3846.92,0.66941,0.51988,0.01012,0.67624,0.68032,0.68264,0.57173,0.77357,0.81871,0.0127,0.0001684,0.0001684,0.0001684
128,3867.92,0.63824,0.49196,0.00917,0.70017,0.66937,0.67859,0.56581,0.76495,0.81596,0.01254,0.0001618,0.0001618,0.0001618
129,3889.8,0.6282,0.48629,0.00896,0.69908,0.66521,0.66842,0.55193,0.76879,0.82447,0.01251,0.0001552,0.0001552,0.0001552
130,3911.33,0.66384,0.48606,0.0093,0.65893,0.70746,0.66238,0.54913,0.78185,0.80268,0.0129,0.0001486,0.0001486,0.0001486
131,3932.46,0.62744,0.46884,0.009,0.68427,0.70954,0.66199,0.54463,0.78491,0.83025,0.01319,0.000142,0.000142,0.000142
132,3954.13,0.60568,0.44894,0.0089,0.66881,0.6873,0.6682,0.55613,0.78499,0.83221,0.013,0.0001354,0.0001354,0.0001354
133,3975.82,0.60643,0.44647,0.00889,0.67274,0.664,0.65821,0.54665,0.78642,0.82993,0.01309,0.0001288,0.0001288,0.0001288
134,3997.18,0.64151,0.52095,0.00974,0.73589,0.64539,0.67403,0.55946,0.77108,0.83308,0.01287,0.0001222,0.0001222,0.0001222
135,4018.51,0.63847,0.50497,0.00908,0.74013,0.60912,0.66324,0.54749,0.78311,0.83327,0.01304,0.0001156,0.0001156,0.0001156
136,4040.21,0.63093,0.486,0.00918,0.65317,0.71651,0.67976,0.56485,0.79313,0.81427,0.01325,0.000109,0.000109,0.000109
137,4061.27,0.64181,0.48482,0.00906,0.71697,0.6964,0.68741,0.56551,0.78413,0.80822,0.0133,0.0001024,0.0001024,0.0001024
138,4082.9,0.62309,0.47817,0.00896,0.67947,0.72473,0.6788,0.56114,0.77807,0.82517,0.01301,9.58e-05,9.58e-05,9.58e-05
139,4104.48,0.60678,0.45137,0.00963,0.69423,0.70448,0.68478,0.56995,0.78153,0.80364,0.01305,8.92e-05,8.92e-05,8.92e-05
140,4125.75,0.59967,0.46761,0.00876,0.7196,0.66337,0.68443,0.57277,0.77559,0.83,0.01295,8.26e-05,8.26e-05,8.26e-05
141,4146.93,0.47455,0.31143,0.00845,0.74304,0.68877,0.67886,0.5651,0.77584,0.87024,0.01303,7.6e-05,7.6e-05,7.6e-05
142,4168.13,0.45861,0.30308,0.00795,0.76158,0.68401,0.68262,0.56657,0.77067,0.86825,0.01285,6.94e-05,6.94e-05,6.94e-05
143,4188.94,0.45238,0.30386,0.00813,0.73374,0.69356,0.6876,0.57681,0.76219,0.86067,0.01272,6.28e-05,6.28e-05,6.28e-05
