epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,7390,0.82059,0.38195,0.00451,0.92678,0.9206,0.97438,0.80411,0.72619,0.31692,0.0048,0.0009836,0.0009836,0.0009836
79,7477.67,0.81623,0.37609,0.0046,0.93194,0.93166,0.97523,0.80811,0.7188,0.29569,0.00468,0.0009704,0.0009704,0.0009704
80,7566.06,0.81777,0.3648,0.0047,0.90678,0.94171,0.9741,0.80121,0.72131,0.30163,0.0047,0.0009572,0.0009572,0.0009572
81,7654.74,0.82955,0.37924,0.00471,0.93865,0.92462,0.97751,0.81186,0.70902,0.30062,0.00464,0.000944,0.000944,0.000944
82,7742.42,0.81599,0.3501,0.00457,0.92638,0.94271,0.97682,0.81119,0.71055,0.28946,0.00463,0.0009308,0.0009308,0.0009308
83,7831.42,0.80119,0.35624,0.00445,0.91401,0.94673,0.97734,0.8131,0.70978,0.30025,0.00465,0.0009176,0.0009176,0.0009176
84,7919.19,0.81089,0.36226,0.00463,0.90613,0.95276,0.97541,0.81243,0.717,0.29642,0.00474,0.0009044,0.0009044,0.0009044
85,8007.64,0.81837,0.36305,0.00467,0.92802,0.94874,0.97862,0.81382,0.70398,0.29704,0.0046,0.0008912,0.0008912,0.0008912
86,8096.76,0.79251,0.35853,0.00444,0.94112,0.92965,0.97842,0.8182,0.71074,0.29029,0.00462,0.000878,0.000878,0.000878
87,8184.33,0.79571,0.3603,0.00458,0.91311,0.95056,0.97814,0.81485,0.71284,0.29096,0.00476,0.0008648,0.0008648,0.0008648
88,8271.95,0.78604,0.34204,0.00449,0.93644,0.93266,0.9777,0.81828,0.70115,0.28862,0.00454,0.0008516,0.0008516,0.0008516
89,8360.67,0.81047,0.35077,0.00445,0.94178,0.92663,0.97796,0.82191,0.69207,0.28168,0.00449,0.0008384,0.0008384,0.0008384
90,8483.17,0.79773,0.35176,0.0044,0.94453,0.92419,0.97859,0.81442,0.7049,0.28961,0.0047,0.0008252,0.0008252,0.0008252
91,8594.32,0.80636,0.36379,0.00455,0.94058,0.93861,0.97769,0.81615,0.69611,0.28536,0.0045,0.000812,0.000812,0.000812
92,8740.38,0.7924,0.3475,0.0045,0.95105,0.9177,0.9766,0.81432,0.69761,0.29206,0.00455,0.0007988,0.0007988,0.0007988
